source_version,category,source_file,source_reference,section_id,heading_level,section_path,heading,classification,canonical_skill_ids,lesson_ids,review_status,notes
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/MemorySafety.xhtml,LanguageGuide/MemorySafety.xhtml#memory-safety,languageguide-memorysafety-xhtml.001.memory-safety,1,Memory Safety,Memory Safety,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/MemorySafety.xhtml,LanguageGuide/MemorySafety.xhtml#Understanding-Conflicting-Access-to-Memory,languageguide-memorysafety-xhtml.002.understanding-conflicting-access-to-memory,2,Memory Safety > Understanding Conflicting Access to Memory,Understanding Conflicting Access to Memory,teachable,swift.memory.conflict,swift.memory.conflict,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/MemorySafety.xhtml,LanguageGuide/MemorySafety.xhtml#Characteristics-of-Memory-Access,languageguide-memorysafety-xhtml.003.characteristics-of-memory-access,3,Memory Safety > Understanding Conflicting Access to Memory > Characteristics of Memory Access,Characteristics of Memory Access,teachable,swift.memory.characteristics,swift.memory.characteristics,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/MemorySafety.xhtml,LanguageGuide/MemorySafety.xhtml#Conflicting-Access-to-In-Out-Parameters,languageguide-memorysafety-xhtml.004.conflicting-access-to-in-out-parameters,2,Memory Safety > Conflicting Access to In-Out Parameters,Conflicting Access to In-Out Parameters,teachable,swift.memory.inout,swift.memory.inout,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/MemorySafety.xhtml,LanguageGuide/MemorySafety.xhtml#Conflicting-Access-to-self-in-Methods,languageguide-memorysafety-xhtml.005.conflicting-access-to-self-in-methods,2,Memory Safety > Conflicting Access to self in Methods,Conflicting Access to self in Methods,teachable,swift.memory.self,swift.memory.self,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/MemorySafety.xhtml,LanguageGuide/MemorySafety.xhtml#Conflicting-Access-to-Properties,languageguide-memorysafety-xhtml.006.conflicting-access-to-properties,2,Memory Safety > Conflicting Access to Properties,Conflicting Access to Properties,teachable,swift.memory.properties,swift.memory.properties,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#access-control,languageguide-accesscontrol-xhtml.001.access-control,1,Access Control,Access Control,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Modules-Source-Files-and-Packages,languageguide-accesscontrol-xhtml.002.modules-source-files-and-packages,2,"Access Control > Modules, Source Files, and Packages","Modules, Source Files, and Packages",teachable,swift.access.scope,swift.access.scope,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Access-Levels,languageguide-accesscontrol-xhtml.003.access-levels,2,Access Control > Access Levels,Access Levels,teachable,swift.access.levels,swift.access.levels,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Guiding-Principle-of-Access-Levels,languageguide-accesscontrol-xhtml.004.guiding-principle-of-access-levels,3,Access Control > Access Levels > Guiding Principle of Access Levels,Guiding Principle of Access Levels,teachable,swift.access.guiding-principle,swift.access.guiding-principle,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Default-Access-Levels,languageguide-accesscontrol-xhtml.005.default-access-levels,3,Access Control > Access Levels > Default Access Levels,Default Access Levels,teachable,swift.access.default,swift.access.default,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Access-Levels-for-Single-Target-Apps,languageguide-accesscontrol-xhtml.006.access-levels-for-single-target-apps,3,Access Control > Access Levels > Access Levels for Single-Target Apps,Access Levels for Single-Target Apps,teachable,swift.access.single-target,swift.access.single-target,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Access-Levels-for-Frameworks,languageguide-accesscontrol-xhtml.007.access-levels-for-frameworks,3,Access Control > Access Levels > Access Levels for Frameworks,Access Levels for Frameworks,teachable,swift.access.framework,swift.access.framework,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Access-Levels-for-Unit-Test-Targets,languageguide-accesscontrol-xhtml.008.access-levels-for-unit-test-targets,3,Access Control > Access Levels > Access Levels for Unit Test Targets,Access Levels for Unit Test Targets,teachable,swift.access.testable,swift.access.testable,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Access-Control-Syntax,languageguide-accesscontrol-xhtml.009.access-control-syntax,2,Access Control > Access Control Syntax,Access Control Syntax,teachable,swift.access.syntax,swift.access.syntax,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Custom-Types,languageguide-accesscontrol-xhtml.010.custom-types,2,Access Control > Custom Types,Custom Types,teachable,swift.access.custom-type,swift.access.custom-type,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Tuple-Types,languageguide-accesscontrol-xhtml.011.tuple-types,3,Access Control > Custom Types > Tuple Types,Tuple Types,teachable,swift.access.tuple,swift.access.tuple,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Function-Types,languageguide-accesscontrol-xhtml.012.function-types,3,Access Control > Custom Types > Function Types,Function Types,teachable,swift.access.function,swift.access.function,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Enumeration-Types,languageguide-accesscontrol-xhtml.013.enumeration-types,3,Access Control > Custom Types > Enumeration Types,Enumeration Types,teachable,swift.access.enum,swift.access.enum,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Raw-Values-and-Associated-Values,languageguide-accesscontrol-xhtml.014.raw-values-and-associated-values,4,Access Control > Custom Types > Enumeration Types > Raw Values and Associated Values,Raw Values and Associated Values,teachable,swift.access.enum,swift.access.enum,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Nested-Types,languageguide-accesscontrol-xhtml.015.nested-types,3,Access Control > Custom Types > Nested Types,Nested Types,teachable,swift.access.nested,swift.access.nested,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Subclassing,languageguide-accesscontrol-xhtml.016.subclassing,2,Access Control > Subclassing,Subclassing,teachable,swift.access.subclass,swift.access.subclass,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Constants-Variables-Properties-and-Subscripts,languageguide-accesscontrol-xhtml.017.constants-variables-properties-and-subscripts,2,"Access Control > Constants, Variables, Properties, and Subscripts","Constants, Variables, Properties, and Subscripts",teachable,swift.access.private-set,swift.access.private-set,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Getters-and-Setters,languageguide-accesscontrol-xhtml.018.getters-and-setters,3,"Access Control > Constants, Variables, Properties, and Subscripts > Getters and Setters",Getters and Setters,teachable,swift.access.private-set,swift.access.private-set,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Initializers,languageguide-accesscontrol-xhtml.019.initializers,2,Access Control > Initializers,Initializers,teachable,swift.access.initializer,swift.access.initializer,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Default-Initializers,languageguide-accesscontrol-xhtml.020.default-initializers,3,Access Control > Initializers > Default Initializers,Default Initializers,teachable,swift.access.initializer,swift.access.initializer,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Default-Memberwise-Initializers-for-Structure-Types,languageguide-accesscontrol-xhtml.021.default-memberwise-initializers-for-structure-types,3,Access Control > Initializers > Default Memberwise Initializers for Structure Types,Default Memberwise Initializers for Structure Types,teachable,swift.access.initializer,swift.access.initializer,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Protocols,languageguide-accesscontrol-xhtml.022.protocols,2,Access Control > Protocols,Protocols,teachable,swift.access.protocol,swift.access.protocol,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Protocol-Inheritance,languageguide-accesscontrol-xhtml.023.protocol-inheritance,3,Access Control > Protocols > Protocol Inheritance,Protocol Inheritance,teachable,swift.access.protocol,swift.access.protocol,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Protocol-Conformance,languageguide-accesscontrol-xhtml.024.protocol-conformance,3,Access Control > Protocols > Protocol Conformance,Protocol Conformance,teachable,swift.access.protocol,swift.access.protocol,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Extensions,languageguide-accesscontrol-xhtml.025.extensions,2,Access Control > Extensions,Extensions,teachable,swift.access.extension,swift.access.extension,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Private-Members-in-Extensions,languageguide-accesscontrol-xhtml.026.private-members-in-extensions,3,Access Control > Extensions > Private Members in Extensions,Private Members in Extensions,teachable,swift.access.extension,swift.access.extension,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Generics,languageguide-accesscontrol-xhtml.027.generics,2,Access Control > Generics,Generics,teachable,swift.access.generic-alias,swift.access.generic-alias,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AccessControl.xhtml,LanguageGuide/AccessControl.xhtml#Type-Aliases,languageguide-accesscontrol-xhtml.028.type-aliases,2,Access Control > Type Aliases,Type Aliases,teachable,swift.access.generic-alias,swift.access.generic-alias,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AdvancedOperators.xhtml,LanguageGuide/AdvancedOperators.xhtml#advanced-operators,languageguide-advancedoperators-xhtml.001.advanced-operators,1,Advanced Operators,Advanced Operators,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
